action,total_yield,cash,trades,parameters,global
AXP,,,,,
AXP,"0,9772165417600001",977.21654176,"{'2023-07-21': {'gain': 0.97721654, 'date': datetime.date(2023, 7, 17), 'type': 'SL'}}","{'before_earning': 5, 'note': 0.22, 'TP': 0.05, 'further_day': 5}","{'trade': 1, 'duree': 4, 'plus': 0, 'yield': 0.97721654}"
AXP,,,,,
AXP,"1,0067983441500001",1006.79834415,"{'2024-01-26': {'gain': 1.00679834, 'date': datetime.date(2024, 1, 23), 'type': 'bad earning'}}","[{'TP': 0.04, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 3, 'plus': 1, 'yield': 1.00679834}"
AXP,"1,0993810590000004",1099.3810590000003,"{'2024-04-23': {'gain': 1.09938106, 'date': datetime.date(2024, 4, 16), 'type': 'TP'}}","[{'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.3, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.3, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.3, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.3, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.3, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.3, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.3, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.3, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.28, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.3, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.28, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.3, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.26, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 5}]","{'trade': 1, 'duree': 7, 'plus': 1, 'yield': 1.09938106}"
AXS,,,,,
AXS,,,,,
AXS,,,,,
AXS,,,,,
AXS,,,,,
AXS,,,,,
AXSM,,,,,
AXSM,,,,,
AXSM,,,,,
AXSM,,,,,
AXSM,,,,,
AXSM,,,,,
AXTA,,,,,
AXTA,,,,,
AXTA,,,,,
AXTA,,,,,
AXTA,,,,,
AXTA,,,,,
AXTI,,,,,
AXTI,,,,,
AXTI,,,,,
AXTI,,,,,
AXTI,,,,,
AXTI,,,,,
AY,,,,,
AY,,,,,
AY,,,,,
AY,,,,,
AY,,,,,
AY,,,,,
AYI,,,,,
AYI,,,,,
AYI,,,,,
AYI,,,,,
AYI,,,,,
AYI,,,,,
AYTU,,,,,
AYTU,,,,,
AYTU,,,,,
AYTU,,,,,
AYTU,,,,,
AYTU,,,,,
AZ,,,,,
AZ,,,,,
AZ,,,,,
AZ,,,,,
AZ,,,,,
AZ,,,,,
AZN,"1,1003841651600001",1100.38416516,"{'2023-02-13': {'gain': 1.1003841699999999, 'date': datetime.date(2023, 2, 6), 'type': 'TP'}}","[{'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 7, 'plus': 1, 'yield': 1.1003841699999999}"
AZN,"1,00647872876",1006.4787287600001,"{'2023-04-27': {'gain': 1.00647873, 'date': datetime.date(2023, 4, 26), 'type': 'bad earning'}}","[{'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.3, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 1, 'plus': 1, 'yield': 1.00647873}"
AZN,"1,0516623004099996",1051.6623004099997,"{'2023-07-31': {'gain': 1.0516623, 'date': datetime.date(2023, 7, 27), 'type': 'TP'}}","[{'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.22, 'before_earning': 3, 'further_day': 5}]","{'trade': 1, 'duree': 4, 'plus': 1, 'yield': 1.0516623}"
AZN,,,,,
AZN,,,,,
AZN,,,,,
AZO,"0,95581743775",955.8174377500001,"{'2023-05-23': {'gain': 0.95581744, 'date': datetime.date(2023, 5, 22), 'type': 'SL'}}","{'before_earning': 5, 'note': 0.22, 'TP': 0.06, 'further_day': 5}","{'trade': 1, 'duree': 1, 'plus': 0, 'yield': 0.95581744}"
AZO,,,,,
AZO,,,,,
AZO,,,,,
AZO,"0,979716541",979.716541,"{'2024-05-21': {'gain': 0.97971654, 'date': datetime.date(2024, 5, 20), 'type': 'SL'}}","{'before_earning': 5, 'note': 0.28, 'TP': 0.04, 'further_day': 5}","{'trade': 1, 'duree': 1, 'plus': 0, 'yield': 0.97971654}"
AZO,,,,,
AZPN,,,,,
AZPN,,,,,
AZPN,,,,,
AZPN,,,,,
AZPN,,,,,
AZPN,,,,,
AZTA,,,,,
AZTA,,,,,
AZTA,,,,,
AZTA,,,,,
AZTA,,,,,
AZTA,,,,,
AZUL,,,,,
AZUL,,,,,
AZUL,,,,,
AZUL,,,,,
AZUL,,,,,
AZUL,,,,,
AZZ,,,,,
AZZ,,,,,
AZZ,,,,,
AZZ,,,,,
AZZ,,,,,
AZZ,,,,,
B,,,,,
B,,,,,
B,,,,,
B,,,,,
B,,,,,
B,,,,,
